,account_length,voice_mail_plan,voice_mail_messages,day_mins,evening_mins,night_mins,international_mins,customer_service_calls,international_plan,day_calls,day_charge,evening_calls,evening_charge,night_calls,night_charge,international_calls,international_charge,total_charge,churn
1649,130.0,0.0,0.0,68.4,193.3,171.5,10.4,0.0,0.0,86.0,11.63,110.0,16.43,139.0,7.72,4.0,2.81,38.59,0
1650,91.0,1.0,31.0,273.0,215.5,104.7,9.6,1.0,0.0,78.0,46.41,98.0,18.32,114.0,4.71,2.0,2.59,72.03,0
1651,64.0,0.0,0.0,225.3,108.2,139.6,17.3,1.0,0.0,134.0,38.3,87.0,9.2,132.0,6.28,9.0,4.67,58.45,1
1652,176.0,1.0,23.0,283.2,162.6,177.7,7.2,1.0,0.0,130.0,48.14,74.0,13.82,104.0,8.0,6.0,1.94,71.9,0
1653,93.0,0.0,0.0,131.4,219.7,155.7,11.1,1.0,0.0,78.0,22.34,106.0,18.67,103.0,7.01,2.0,3.0,51.02,1
1654,84.0,1.0,12.0,89.7,138.6,165.8,10.7,1.0,0.0,87.0,15.25,73.0,11.78,114.0,7.46,2.0,2.89,37.38,0
1655,138.0,0.0,0.0,127.1,247.7,207.7,5.0,3.0,0.0,102.0,21.61,106.0,21.05,75.0,9.35,3.0,1.35,53.36,0
1656,101.0,1.0,28.0,105.9,231.7,281.3,10.7,1.0,0.0,132.0,18.0,107.0,19.69,120.0,12.66,5.0,2.89,53.24,0
1657,136.0,0.0,0.0,142.3,158.0,177.5,6.0,2.0,0.0,79.0,24.19,113.0,13.43,75.0,7.99,10.5,1.62,47.23,0
1658,111.0,0.0,0.0,191.3,138.5,246.0,6.4,2.0,0.0,80.0,32.52,94.0,11.77,107.0,11.07,3.0,1.73,57.09,0
1659,132.0,1.0,36.0,201.9,156.3,131.3,13.7,0.0,0.0,93.0,34.32,75.0,13.29,92.0,5.91,5.0,3.7,57.22,0
1660,128.0,0.0,0.0,247.3,182.7,143.2,14.7,3.0,0.0,91.0,42.04,60.0,15.53,112.0,6.44,2.0,3.97,67.98,0
1661,92.0,1.0,38.0,242.2,159.7,210.0,8.9,1.0,0.0,96.0,41.17,144.0,13.57,108.0,9.45,1.0,2.4,66.59,0
1662,197.0,0.0,0.0,127.3,222.3,173.9,13.7,3.5,0.0,80.0,21.64,115.0,18.9,95.0,7.83,5.0,3.7,52.07,1
1663,191.0,0.0,0.0,162.0,241.2,210.4,10.9,1.0,0.0,104.0,27.54,120.0,20.5,83.0,9.47,7.0,2.94,60.45,0
1664,99.0,1.0,33.0,179.1,238.3,165.7,10.6,2.0,0.0,93.0,30.45,102.0,20.26,96.0,7.46,1.0,2.86,61.03,0
1665,106.0,1.0,31.0,197.4,123.4,115.6,12.3,3.0,0.0,125.0,33.56,110.0,10.49,101.0,5.2,4.0,3.32,52.57,0
1666,88.0,0.0,0.0,148.2,308.7,235.4,6.4,2.0,0.0,82.0,25.19,67.0,26.24,79.0,10.59,4.0,1.73,63.75,0
1667,78.0,0.0,0.0,193.1,172.1,129.6,10.2,0.0,0.0,85.0,32.83,105.0,14.63,119.0,5.83,1.0,2.75,56.04,0
1668,98.0,0.0,0.0,171.7,174.8,189.6,7.8,1.0,0.0,99.0,29.19,87.0,14.86,130.0,8.53,6.0,2.11,54.69,0
1669,17.0,1.0,35.0,198.5,270.6,209.9,8.1,1.0,0.0,123.0,33.75,74.0,23.0,130.0,9.45,10.0,2.19,68.39,0
1670,56.0,1.0,24.0,121.7,184.0,266.6,12.7,1.0,0.0,87.0,20.69,76.0,15.64,98.0,12.0,3.0,3.43,51.76,0
1671,84.0,0.0,0.0,130.2,278.0,305.4,14.0,2.0,0.0,105.0,22.13,60.0,23.63,74.0,13.74,6.0,3.78,63.28,0
1672,95.0,0.0,0.0,203.4,168.6,173.0,13.7,2.0,0.0,96.0,34.58,61.0,14.33,105.0,7.79,3.0,3.7,60.4,0
1673,16.0,0.0,0.0,174.7,280.8,171.7,10.5,3.5,0.0,83.0,29.7,122.0,23.87,80.0,7.73,8.0,2.84,64.14,0
1674,76.0,0.0,0.0,241.0,231.8,220.2,9.9,1.0,0.0,120.0,40.97,96.0,19.7,67.0,9.91,1.0,2.67,73.25,1
1675,93.0,0.0,0.0,141.7,221.0,227.1,10.2,0.0,0.0,95.0,24.09,100.0,18.79,71.0,10.22,3.0,2.75,55.85,0
1676,83.0,0.0,0.0,134.8,167.2,161.5,7.7,2.0,0.0,96.0,22.92,78.0,14.21,123.0,7.27,5.0,2.08,46.48,0
1677,123.0,0.0,0.0,163.1,249.4,168.2,9.0,1.0,0.0,119.0,27.73,51.0,21.2,77.0,7.57,10.0,2.43,58.93,0
1678,64.0,0.0,0.0,145.5,228.4,273.4,8.9,1.0,0.0,116.0,24.74,110.0,19.41,91.0,12.3,8.0,2.4,58.85,0
1679,82.0,0.0,0.0,325.45000000000005,208.3,267.1,10.6,0.0,0.0,73.0,55.33,120.0,17.71,102.0,12.02,6.0,2.86,87.63000000000001,1
1680,107.0,0.0,0.0,194.5,186.3,178.3,12.7,2.0,0.0,97.0,33.07,131.0,15.84,106.0,8.02,1.0,3.43,60.36,0
1681,110.0,0.0,0.0,131.9,272.7,192.8,7.1,1.0,0.0,93.0,22.42,106.0,23.18,105.0,8.68,4.0,1.92,56.2,0
1682,96.0,1.0,29.0,150.0,159.4,228.1,8.5,1.0,0.0,91.0,25.5,75.0,13.55,55.0,10.26,3.0,2.3,51.61,0
1683,47.0,1.0,30.0,196.6,241.4,226.0,12.9,2.0,0.0,93.0,33.42,140.0,20.52,118.0,10.17,4.0,3.48,67.59,0
1684,115.0,0.0,0.0,99.7,145.1,149.4,14.1,2.0,0.0,107.0,16.95,96.0,12.33,99.0,6.72,4.0,3.81,39.81,0
1685,69.0,0.0,0.0,143.6,141.8,194.0,10.8,3.0,0.0,88.0,24.41,86.0,12.05,83.0,8.73,5.0,2.92,48.11,0
1686,163.0,1.0,40.0,231.9,211.8,268.5,12.3,2.0,0.0,56.0,39.42,91.0,18.0,74.0,12.08,3.0,3.32,72.82,0
1687,90.0,0.0,0.0,37.8,155.3,175.0,14.2,3.0,0.0,80.0,6.43,105.0,13.2,111.0,7.88,5.0,3.83,31.34,0
1688,98.0,0.0,0.0,72.8,186.4,175.3,10.5,3.0,0.0,107.0,12.38,103.0,15.84,110.0,7.89,4.0,2.84,38.95,0
1689,90.0,1.0,39.0,94.8,219.1,197.4,11.4,1.0,0.0,89.0,16.12,91.0,18.62,65.0,8.88,5.0,3.08,46.7,0
1690,174.0,1.0,15.0,221.8,210.6,221.8,12.4,1.0,0.0,143.0,37.71,115.0,17.9,109.0,9.98,9.0,3.35,68.94,0
1691,95.0,0.0,0.0,269.0,233.7,179.3,7.3,2.0,0.0,120.0,45.73,120.0,19.86,61.0,8.07,4.0,1.97,75.63,1
1692,79.0,0.0,0.0,268.3,185.5,264.6,6.3,1.0,0.0,114.0,45.61,111.0,15.77,88.0,11.91,7.0,1.7,74.99,1
1693,123.0,1.0,27.0,198.7,249.0,173.2,12.5,1.0,0.0,127.0,33.78,105.0,21.17,124.0,7.79,5.0,3.38,66.12,0
1694,99.0,0.0,0.0,115.5,218.1,254.9,11.5,3.5,0.0,75.0,19.64,111.0,18.54,98.0,11.47,7.0,3.11,52.76,1
1695,114.0,0.0,0.0,202.1,195.7,291.8,13.3,2.0,0.0,100.0,34.36,102.0,16.63,120.0,13.13,5.0,3.59,67.71,0
1696,141.0,0.0,0.0,215.6,200.6,153.8,12.4,1.0,0.0,113.0,36.65,81.0,17.05,107.0,6.92,6.0,3.35,63.97,0
1697,132.0,0.0,0.0,169.9,209.4,206.1,11.5,1.0,0.0,107.0,28.88,121.0,17.8,79.0,9.27,2.0,3.11,59.06,0
1698,133.0,0.0,0.0,201.7,169.4,286.3,6.0,0.0,0.0,85.0,34.29,116.0,14.4,80.0,12.88,4.0,1.62,63.19,0
1699,133.0,0.0,0.0,221.1,160.2,161.8,8.4,3.5,0.0,133.0,37.59,140.0,13.62,84.0,7.28,3.0,2.27,60.76,0
1700,93.0,1.0,32.0,218.7,115.0,192.7,9.4,2.0,0.0,117.0,37.18,61.0,9.78,85.0,8.67,5.0,2.54,58.17,0
1701,34.0,0.0,0.0,293.7,272.5,178.2,11.0,2.0,0.0,89.0,49.93,71.0,23.16,76.0,8.02,10.0,2.97,84.08,1
1702,140.0,0.0,0.0,120.3,240.4,216.4,7.7,3.5,0.0,108.0,20.45,84.0,20.43,74.0,9.74,3.0,2.08,52.7,1
1703,96.0,1.0,26.0,175.8,206.6,178.0,11.1,2.0,0.0,96.0,29.89,84.0,17.56,105.0,8.01,2.0,3.0,58.46,0
1704,144.0,0.0,0.0,278.5,240.7,120.0,11.6,1.0,0.0,95.0,47.35,90.0,20.46,90.0,5.4,5.0,3.13,76.34,1
1705,24.0,1.0,29.0,236.3,190.8,129.0,7.2,3.0,0.0,105.0,40.17,114.0,16.22,105.0,5.81,2.0,1.94,64.14,0
1706,54.0,0.0,0.0,273.8,119.6,267.6,11.7,1.0,0.0,113.0,46.55,154.5,10.17,117.0,12.04,3.0,3.16,71.92,0
1707,50.0,0.0,0.0,131.1,160.5,206.9,5.6,3.5,0.0,129.0,22.29,94.0,13.64,88.0,9.31,9.0,1.51,46.75,1
1708,92.0,1.0,23.0,167.4,258.6,116.4,11.2,3.5,0.0,83.0,28.46,129.0,21.98,110.0,5.24,3.0,3.02,58.7,0
1709,96.0,0.0,0.0,197.7,250.5,181.2,10.5,3.0,0.0,68.0,33.61,53.0,21.29,67.0,8.15,3.0,2.84,65.89,0
1710,146.0,0.0,0.0,169.5,230.9,269.8,9.0,2.0,0.0,93.0,28.82,71.0,19.63,115.0,12.14,7.0,2.43,63.02,0
1711,138.0,1.0,17.0,225.2,173.4,145.8,11.7,0.0,0.0,116.0,38.28,88.0,14.74,99.0,6.56,4.0,3.16,62.74,0
1712,102.0,0.0,0.0,174.5,213.7,164.7,10.3,3.5,0.0,73.0,29.67,114.0,18.16,116.0,7.41,5.0,2.78,58.02,0
1713,76.0,0.0,0.0,129.7,177.5,228.9,7.5,3.5,0.0,84.0,22.05,80.0,15.09,87.0,10.3,3.0,2.03,49.47,1
1714,99.0,0.0,0.0,200.0,107.9,233.7,11.4,3.0,0.0,66.0,34.0,104.0,9.17,82.0,10.52,2.0,3.08,56.77,0
1715,83.0,1.0,36.0,95.9,261.6,228.6,13.3,0.0,0.0,87.0,16.3,105.0,22.24,109.0,10.29,4.0,3.59,52.42,0
1716,36.0,1.0,25.0,152.8,242.8,147.4,9.1,1.0,0.0,110.0,25.98,67.0,20.64,74.0,6.63,2.0,2.46,55.71,0
1717,70.0,0.0,0.0,129.9,208.7,231.4,14.3,1.0,0.0,102.0,22.08,133.0,17.74,93.0,10.41,3.0,3.86,54.09,0
1718,109.0,0.0,0.0,268.4,150.6,297.9,9.7,2.0,0.0,85.0,45.63,131.0,12.8,84.0,13.41,8.0,2.62,74.46,1
1719,100.0,0.0,0.0,188.5,148.3,179.8,15.2,2.0,0.0,152.0,32.05,115.0,12.61,88.0,8.09,5.0,4.1,56.85,0
1720,104.0,0.0,0.0,170.6,162.1,210.7,6.1,1.0,0.0,97.0,29.0,111.0,13.78,131.0,9.48,1.0,1.65,53.91,0
1721,106.0,0.0,0.0,191.4,200.7,230.1,8.2,1.0,0.0,124.0,32.54,116.0,17.06,76.0,10.35,3.0,2.21,62.16,0
1722,84.0,0.0,0.0,75.3,179.9,193.8,12.3,1.0,0.0,96.0,12.8,113.0,15.29,134.0,8.72,1.0,3.32,40.13,0
1723,80.0,0.0,0.0,149.8,276.3,241.4,10.9,2.0,0.0,123.0,25.47,75.0,23.49,75.0,10.86,7.0,2.94,62.76,0
1724,100.0,0.0,0.0,115.9,111.3,170.2,7.1,1.0,0.0,87.0,19.7,56.0,9.46,77.0,7.66,4.0,1.92,38.74,0
1725,99.0,0.0,0.0,128.8,203.9,282.6,14.1,2.0,0.0,86.0,21.9,105.0,17.33,131.0,12.72,4.0,3.81,55.76,0
1726,50.0,0.0,0.0,131.7,216.5,196.1,11.0,1.0,0.0,108.0,22.39,103.0,18.4,126.0,8.82,5.0,2.97,52.58,0
1727,105.0,0.0,0.0,101.4,159.1,259.2,12.2,1.0,0.0,48.0,17.24,119.0,13.52,53.0,11.66,2.0,3.29,45.71,0
1728,113.0,1.0,23.0,149.0,235.8,201.8,9.5,3.5,0.0,104.0,25.33,67.0,20.04,76.0,9.08,5.0,2.57,57.02,0
1729,111.0,1.0,36.0,96.8,170.6,166.0,13.4,2.0,0.0,123.0,16.46,105.0,14.5,85.0,7.47,4.0,3.62,42.05,0
1730,161.0,0.0,0.0,107.5,256.4,247.2,12.6,2.0,0.0,121.0,18.28,46.5,21.79,131.0,11.12,3.0,3.4,54.59,0
1731,70.0,0.0,0.0,232.8,303.4,255.6,12.9,0.0,0.0,95.0,39.58,111.0,25.79,104.0,11.5,7.0,3.48,80.35,1
1732,97.0,1.0,43.0,121.1,260.2,222.4,8.3,3.0,0.0,105.0,20.59,115.0,22.12,100.0,10.01,5.0,2.24,54.96,0
1733,130.0,0.0,0.0,124.3,270.7,239.5,3.5,0.0,0.0,70.0,21.13,99.0,23.01,83.0,10.78,6.0,0.95,55.87,0
1734,92.0,0.0,0.0,157.7,298.6,216.9,13.8,1.0,0.0,101.0,26.81,100.0,25.38,99.0,9.76,3.0,3.73,65.68,0
1735,119.0,0.0,0.0,124.3,207.1,157.4,14.8,0.0,0.0,68.0,21.13,88.0,17.6,93.0,7.08,1.0,4.0,49.81,0
1736,115.0,0.0,0.0,286.4,205.7,191.4,6.9,1.0,0.0,125.0,48.69,74.0,17.48,141.0,8.61,6.0,1.86,76.64,1
1737,134.0,0.0,0.0,141.7,205.6,218.5,8.8,0.0,0.0,95.0,24.09,101.0,17.48,60.0,9.83,6.0,2.38,53.78,0
1738,127.0,1.0,25.0,173.0,245.8,300.0,4.8,0.0,0.0,91.0,29.41,64.0,20.89,99.0,13.5,3.0,1.3,65.1,0
1739,80.0,0.0,0.0,268.7,301.0,167.0,5.8,2.0,0.0,120.0,45.68,147.0,25.59,140.0,7.52,1.0,1.57,80.36,1
1740,153.0,1.0,31.0,218.5,134.2,118.9,9.4,0.0,0.0,130.0,37.15,103.0,11.41,105.0,5.35,6.0,2.54,56.45,0
1741,85.0,0.0,0.0,255.3,194.6,276.6,3.7,3.0,0.0,114.0,43.4,83.0,16.54,78.0,12.45,5.0,1.0,73.39,0
1742,79.0,0.0,0.0,41.9,211.0,237.9,11.4,1.0,0.0,124.0,7.12,95.0,17.94,55.0,10.71,5.0,3.08,38.85,0
1743,35.0,0.0,0.0,260.8,258.1,131.3,5.8,1.0,0.0,87.0,44.34,78.0,21.94,123.0,5.91,2.0,1.57,73.76,0
1744,120.0,1.0,26.0,239.4,259.4,238.0,7.7,0.0,0.0,94.0,40.7,88.0,22.05,132.0,10.71,3.0,2.08,75.54,0
1745,68.0,0.0,0.0,226.7,168.4,188.7,10.2,0.0,0.0,94.0,38.54,129.0,14.31,117.0,8.49,1.0,2.75,64.09,0
1746,60.0,0.0,0.0,179.3,208.9,248.2,13.5,1.0,0.0,147.0,30.48,89.0,17.76,98.0,11.17,6.0,3.65,63.06,1
1747,120.0,0.0,0.0,158.0,197.0,154.9,10.0,1.0,0.0,110.0,26.86,103.0,16.75,132.0,6.97,5.0,2.7,53.28,0
1748,71.0,1.0,23.0,175.7,258.9,268.4,14.1,1.0,0.0,82.0,29.87,136.0,22.01,152.0,12.08,7.0,3.81,67.77,0
1749,124.0,0.0,0.0,157.4,167.8,188.8,8.8,3.0,0.0,107.0,26.76,112.0,14.26,102.0,8.5,3.0,2.38,51.9,0
1750,23.0,0.0,0.0,113.1,168.8,262.9,6.9,1.0,0.0,74.0,19.23,95.0,14.35,126.0,11.83,2.0,1.86,47.27,1
1751,206.5,0.0,0.0,182.7,246.5,218.0,8.8,1.0,0.0,142.0,31.06,63.0,20.95,103.0,9.81,2.0,2.38,64.2,0
1752,181.0,0.0,0.0,161.3,124.4,262.0,14.1,0.0,0.0,83.0,27.42,83.0,10.57,98.0,11.79,3.0,3.81,53.59,1
1753,63.0,0.0,0.0,142.5,208.3,228.9,7.5,2.0,0.0,92.0,24.23,102.0,17.71,120.0,10.3,2.0,2.03,54.27,0
1754,54.0,0.0,0.0,190.5,259.7,141.5,9.7,2.0,0.0,108.0,32.39,108.0,22.07,111.0,6.37,2.0,2.62,63.45,1
1755,80.0,1.0,15.0,159.3,170.6,141.2,11.9,1.0,0.0,110.0,27.08,120.0,14.5,82.0,6.35,5.0,3.21,51.14,0
1756,118.0,1.0,39.0,153.8,123.3,117.8,9.2,1.0,0.0,106.0,26.15,111.0,10.48,103.0,5.3,6.0,2.48,44.41,0
1757,42.0,0.0,0.0,180.7,174.6,165.3,12.0,2.0,0.0,127.0,30.72,94.0,14.84,114.0,7.44,6.0,3.24,56.24,0
1758,134.0,0.0,0.0,202.7,224.9,253.9,12.1,0.0,0.0,105.0,34.46,90.0,19.12,108.0,11.43,7.0,3.27,68.28,0
1759,66.0,1.0,35.0,190.8,261.3,209.5,8.9,0.0,0.0,100.0,32.44,93.0,22.21,108.0,9.43,6.0,2.4,66.48,0
1760,66.0,0.0,0.0,205.1,232.7,259.9,9.2,2.0,0.0,102.0,34.87,109.0,19.78,95.0,11.7,6.0,2.48,68.83,0
1761,127.0,1.0,28.0,235.6,236.8,241.2,7.7,1.0,0.0,124.0,40.05,113.0,20.13,127.0,10.85,2.0,2.08,73.11,0
1762,146.0,0.0,0.0,189.3,155.9,186.0,7.4,0.0,0.0,77.0,32.18,128.0,13.25,83.0,8.37,3.0,2.0,55.8,0
1763,93.0,1.0,42.0,166.9,273.2,171.0,11.5,1.0,0.0,101.0,28.37,84.0,23.22,106.0,7.69,1.0,3.11,62.39,0
1764,77.0,0.0,0.0,245.2,254.1,239.4,7.5,0.0,0.0,87.0,41.68,83.0,21.6,91.0,10.77,4.0,2.03,76.08,1
1765,111.0,0.0,0.0,132.6,221.1,127.9,12.7,3.5,0.0,125.0,22.54,67.0,18.79,101.0,5.76,2.0,3.43,50.52,1
1766,125.0,0.0,0.0,182.3,139.8,171.6,11.6,2.0,0.0,64.0,30.99,121.0,11.88,96.0,7.72,7.0,3.13,53.72,0
1767,115.0,1.0,14.0,192.3,88.7,229.4,10.5,2.0,0.0,86.0,32.69,90.0,7.54,120.0,10.32,3.0,2.84,53.39,0
1768,115.0,0.0,0.0,122.0,220.2,179.7,10.8,2.0,0.0,110.0,20.74,100.0,18.72,124.0,8.09,2.0,2.92,50.47,1
1769,114.0,0.0,0.0,193.0,250.0,133.3,9.6,2.0,0.0,101.0,32.81,81.0,21.25,79.0,6.0,2.0,2.59,62.65,0
1770,106.0,0.0,0.0,158.6,220.0,252.9,9.1,0.0,0.0,112.0,26.96,114.0,18.7,106.0,11.38,3.0,2.46,59.5,0
1771,118.0,1.0,39.0,91.5,219.9,229.0,12.7,2.0,0.0,125.0,15.56,113.0,18.69,99.0,10.31,8.0,3.43,47.99,0
1772,59.0,0.0,0.0,153.6,205.5,114.5,12.5,1.0,0.0,92.0,26.11,88.0,17.47,89.0,5.15,10.0,3.38,52.11,0
1773,87.0,1.0,40.0,221.6,157.1,222.4,11.5,1.0,0.0,79.0,37.67,74.0,13.35,124.0,10.01,3.0,3.11,64.14,0
1774,21.0,0.0,0.0,244.7,168.0,281.5,6.6,1.0,0.0,81.0,41.6,117.0,14.28,87.0,12.67,1.0,1.78,70.33,0
1775,142.0,1.0,24.0,239.8,285.9,256.7,9.5,0.0,0.0,103.0,40.77,65.0,24.3,106.0,11.55,4.0,2.57,79.19,0
1776,62.0,0.0,0.0,172.4,230.5,228.2,11.0,0.0,0.0,132.0,29.31,100.0,19.59,109.0,10.27,5.0,2.97,62.14,0
1777,149.0,0.0,0.0,242.5,245.4,219.6,10.0,3.0,0.0,83.0,41.23,97.0,20.86,80.0,9.88,3.0,2.7,74.67,1
1778,54.0,1.0,39.0,117.6,159.2,236.4,11.3,2.0,0.0,82.0,19.99,60.0,13.53,113.0,10.64,10.0,3.05,47.21,0
1779,112.0,0.0,0.0,174.5,259.3,170.5,11.3,1.0,0.0,127.0,29.67,71.0,22.04,120.0,7.67,7.0,3.05,62.43,0
1780,68.0,0.0,0.0,157.3,220.9,218.9,12.0,1.0,0.0,83.0,26.74,85.0,18.78,129.0,9.85,7.0,3.24,58.61,0
1781,201.0,1.0,21.0,192.0,239.1,116.1,15.1,1.0,0.0,97.0,32.64,81.0,20.32,125.0,5.22,3.0,4.08,62.26,0
1782,88.0,0.0,0.0,218.2,169.3,141.1,8.0,1.0,0.0,76.0,37.09,60.0,14.39,99.0,6.35,1.0,2.16,59.99,0
1783,85.0,1.0,29.0,144.6,140.0,165.4,10.9,1.0,0.0,97.0,24.58,102.0,11.9,148.0,7.44,3.0,2.94,46.86,0
1784,51.0,0.0,0.0,153.6,232.9,214.2,14.1,0.0,0.0,108.0,26.11,85.0,19.8,92.0,9.64,4.0,3.81,59.36,1
1785,45.0,1.0,29.0,135.8,222.5,235.6,7.9,2.0,0.0,104.0,23.09,101.0,18.91,92.0,10.6,6.0,2.13,54.73,0
1786,116.0,0.0,0.0,160.7,146.8,287.8,8.2,0.0,0.0,69.0,27.32,106.0,12.48,144.0,12.95,5.0,2.21,54.96,0
1787,146.0,1.0,31.0,202.5,241.4,169.6,7.8,1.0,0.0,91.0,34.43,108.0,20.52,77.0,7.63,2.0,2.11,64.69,0
1788,63.0,1.0,34.0,152.2,227.1,195.7,12.3,1.0,0.0,119.0,25.87,91.0,19.3,103.0,8.81,5.0,3.32,57.3,0
1789,133.0,0.0,0.0,227.4,73.2,114.3,4.7,0.0,0.0,90.0,38.66,135.0,6.22,99.0,5.14,7.0,1.27,51.29,0
1790,125.0,0.0,0.0,191.6,205.6,210.2,9.2,2.0,0.0,115.0,32.57,108.0,17.48,123.0,9.46,3.0,2.48,61.99,0
1791,72.0,0.0,0.0,138.9,211.6,179.5,10.8,1.0,0.0,111.0,23.61,102.0,17.99,91.0,8.08,3.0,2.92,52.6,0
1792,130.0,0.0,0.0,127.0,206.9,231.7,6.1,0.0,0.0,102.0,21.59,107.0,17.59,99.0,10.43,6.0,1.65,51.26,0
1793,97.0,0.0,0.0,168.6,259.2,279.8,7.3,1.0,0.0,87.0,28.66,105.0,22.03,123.0,12.59,4.0,1.97,65.25,0
1794,54.0,0.0,0.0,286.6,223.2,203.7,11.5,1.0,0.0,73.0,48.72,108.0,18.97,107.0,9.17,5.0,3.11,79.97,1
1795,160.0,1.0,29.0,164.6,262.8,123.8,15.2,1.0,0.0,121.0,27.98,108.0,22.34,131.0,5.57,4.0,4.1,59.99,0
1796,79.0,0.0,0.0,144.0,135.8,212.4,13.0,1.0,0.0,90.0,24.48,91.0,11.54,129.0,9.56,4.0,3.51,49.09,0
1797,92.0,1.0,47.0,141.6,207.9,203.6,10.2,0.0,0.0,95.0,24.07,130.0,17.67,95.0,9.16,10.5,2.75,53.65,0
1798,59.0,0.0,0.0,204.3,247.3,214.7,12.0,1.0,0.0,65.0,34.73,123.0,21.02,94.0,9.66,4.0,3.24,68.65,0
1799,132.0,0.0,0.0,163.2,167.6,87.5,6.2,1.0,0.0,80.0,27.74,90.0,14.25,90.0,3.94,10.0,1.67,47.6,0
1800,21.0,0.0,0.0,225.0,244.2,221.2,10.7,0.0,0.0,110.0,38.25,111.0,20.76,93.0,9.95,4.0,2.89,71.85,0
1801,93.0,0.0,0.0,176.1,199.7,263.9,8.5,2.0,0.0,103.0,29.94,130.0,16.97,96.0,11.88,6.0,2.3,61.09,0
1802,147.0,1.0,36.0,254.2,228.1,98.0,13.8,3.5,0.0,78.0,43.21,105.0,19.39,125.0,4.41,7.0,3.73,70.74,0
1803,101.0,0.0,0.0,174.9,262.0,210.0,8.5,1.0,0.0,105.0,29.73,75.0,22.27,93.0,9.45,5.0,2.3,63.75,0
1804,125.0,0.0,0.0,187.3,160.7,263.8,9.6,0.0,0.0,118.0,31.84,111.0,13.66,112.0,11.87,2.0,2.59,59.96,1
1805,63.0,0.0,0.0,211.8,230.9,217.1,10.7,3.0,0.0,84.0,36.01,137.0,19.63,99.0,9.77,9.0,2.89,68.3,0
1806,107.0,0.0,0.0,241.9,126.9,185.6,11.7,0.0,0.0,102.0,41.12,117.0,10.79,92.0,8.35,6.0,3.16,63.42,0
1807,110.0,0.0,0.0,196.1,199.7,135.9,12.9,3.0,0.0,103.0,33.34,123.0,16.97,71.0,6.12,1.0,3.48,59.91,0
1808,83.0,0.0,0.0,231.3,210.4,217.4,12.4,3.0,0.0,100.0,39.32,84.0,17.88,106.0,9.78,2.0,3.35,70.33,0
1809,117.0,0.0,0.0,161.6,196.3,294.8,13.8,1.0,0.0,104.0,27.47,119.0,16.69,111.0,13.27,2.0,3.73,61.16,0
1810,124.0,0.0,0.0,194.0,241.0,227.5,11.9,0.0,0.0,103.0,32.98,116.0,20.49,152.0,10.24,5.0,3.21,66.92,0
1811,115.0,0.0,0.0,109.7,223.8,240.3,15.4,3.0,0.0,148.0,18.65,87.0,19.02,96.0,10.81,8.0,4.16,52.64,0
1812,156.0,0.0,0.0,277.0,238.3,94.4,8.3,1.0,0.0,119.0,47.09,106.0,20.26,96.0,4.25,3.0,2.24,73.84,0
1813,89.0,0.0,0.0,192.1,163.6,169.7,6.1,0.0,0.0,83.0,32.66,88.0,13.91,138.0,7.64,3.0,1.65,55.86,0
1814,72.0,0.0,0.0,198.4,216.9,112.8,13.1,0.0,0.0,147.0,33.73,121.0,18.44,125.0,5.08,4.0,3.54,60.79,0
1815,101.0,1.0,42.0,209.2,159.7,181.6,9.5,0.0,0.0,82.0,35.56,74.0,13.57,100.0,8.17,3.0,2.57,59.87,0
1816,53.0,0.0,0.0,184.8,216.4,141.1,17.5,2.0,0.0,98.0,31.42,125.0,18.39,116.0,6.35,3.0,4.7250000000000005,61.13,0
1817,116.0,0.0,0.0,167.8,142.0,190.7,7.3,2.0,0.0,119.0,28.53,123.0,12.07,128.0,8.58,4.0,1.97,51.15,0
1818,78.0,0.0,0.0,139.2,191.4,286.5,11.8,3.0,0.0,140.0,23.66,113.0,16.27,125.0,12.89,3.0,3.19,56.01,0
1819,117.0,1.0,17.0,221.3,167.6,262.7,4.4,0.0,0.0,82.0,37.62,100.0,14.25,87.0,11.82,4.0,1.19,64.88,0
1820,56.0,0.0,0.0,121.6,165.3,243.9,8.9,1.0,0.0,84.0,20.67,115.0,14.05,95.0,10.98,2.0,2.4,48.1,0
1821,123.0,1.0,39.0,270.4,245.1,108.9,15.4,1.0,0.0,99.0,45.97,110.0,20.83,113.0,4.9,7.0,4.16,75.86,0
1822,127.0,0.0,0.0,139.6,240.9,127.1,8.8,2.0,0.0,94.0,23.73,112.0,20.48,88.0,5.72,4.0,2.38,52.31,0
1823,116.0,1.0,23.0,253.0,138.9,277.8,11.8,2.0,0.0,78.0,43.01,121.0,11.81,104.0,12.5,3.0,3.19,70.51,0
1824,138.0,1.0,26.0,183.9,240.7,185.7,15.0,1.0,0.0,83.0,31.26,93.0,20.46,125.0,8.36,3.0,4.05,64.13,0
1825,120.0,0.0,0.0,203.3,259.9,115.9,7.8,3.0,0.0,108.0,34.56,66.0,22.09,103.0,5.22,2.0,2.11,63.98,0
1826,102.0,0.0,0.0,200.6,152.5,199.4,7.7,3.0,0.0,106.0,34.1,127.0,12.96,128.0,8.97,2.0,2.08,58.11,0
1827,95.0,0.0,0.0,167.6,176.0,250.9,13.4,2.0,0.0,96.0,28.49,89.0,14.96,113.0,11.29,6.0,3.62,58.36,0
1828,102.0,0.0,0.0,156.5,204.3,141.9,9.9,2.0,0.0,67.0,26.61,103.0,17.37,72.0,6.39,2.0,2.67,53.04,0
